t,com_des_y,com_ff_y,com_x,com_y,com_z,margin_full,margin_left,margin_right,pelvis_roll,pelvis_pitch,Fn_left,Fn_right,slip_left,slip_right,n_contact_left,n_contact_right,sat_count,q_l_hip_yaw,q_l_hip_roll,q_l_hip_pitch,q_l_knee_pitch,q_l_ankle_pitch,q_l_ankle_roll,q_r_hip_yaw,q_r_hip_roll,q_r_hip_pitch,q_r_knee_pitch,q_r_ankle_pitch,q_r_ankle_roll,qd_l_hip_yaw,qd_l_hip_roll,qd_l_hip_pitch,qd_l_knee_pitch,qd_l_ankle_pitch,qd_l_ankle_roll,qd_r_hip_yaw,qd_r_hip_roll,qd_r_hip_pitch,qd_r_knee_pitch,qd_r_ankle_pitch,qd_r_ankle_roll,tau_l_hip_yaw,tau_l_hip_roll,tau_l_hip_pitch,tau_l_knee_pitch,tau_l_ankle_pitch,tau_l_ankle_roll,tau_r_hip_yaw,tau_r_hip_roll,tau_r_hip_pitch,tau_r_knee_pitch,tau_r_ankle_pitch,tau_r_ankle_roll
8.226,0.025419,0.025419,0.00297755,0.0287474,0.198817,0.0330403,0.00207288,-0.0330899,-0.00533134,-0.00302943,12.9145,7.28999,0.000584821,0.00191702,4,4,0,-7.32449e-05,-0.161627,-0.100384,0.202145,-0.101028,0.153946,-0.000146627,0.151526,-0.0996304,0.201291,-0.100263,-0.150392,-0.000133316,0.119374,0.000395769,-0.000306377,0.000372618,-0.117616,-1.91789e-05,-0.112364,-0.000384039,0.000368909,-0.000448765,0.11414,0.00220786,0.288223,0.0166957,-0.0963208,0.0308349,-0.199294,0.0044009,0.00638269,-0.0160688,-0.0583,0.00790245,0.0927507
8.228,0.0253804,0.0253804,0.00297773,0.0287049,0.198824,0.0330405,0.00202871,-0.0330899,-0.00531717,-0.00302899,12.9094,7.29508,0.000583487,0.00191504,4,4,0,-7.35163e-05,-0.161388,-0.100383,0.202144,-0.101028,0.15371,-0.000146661,0.151302,-0.0996312,0.201291,-0.100264,-0.150164,-0.000135693,0.119431,0.000395014,-0.000305416,0.000370157,-0.117653,-1.66989e-05,-0.112419,-0.000383031,0.000368184,-0.000448169,0.114176,0.00221627,0.287756,0.0166616,-0.0962938,0.0308128,-0.199002,0.00440154,0.0064267,-0.0160361,-0.0583329,0.00792933,0.0926673
8.23,0.0253417,0.0253417,0.00297791,0.0286624,0.19883,0.0330406,0.00198452,-0.0330899,-0.00530301,-0.00302855,12.9044,7.30016,0.000582155,0.00191306,4,4,0,-7.37912e-05,-0.161149,-0.100382,0.202143,-0.101027,0.153475,-0.000146691,0.151077,-0.099632,0.201292,-0.100264,-0.149936,-0.000137454,0.119487,0.000394492,-0.000304395,0.000367623,-0.117688,-1.5322e-05,-0.112475,-0.000382257,0.000367309,-0.000447409,0.114212,0.00222475,0.28729,0.0166272,-0.096267,0.0307909,-0.198711,0.00440219,0.00647064,-0.0160032,-0.0583655,0.00795615,0.0925852
8.232,0.025303,0.025303,0.00297809,0.0286199,0.198837,0.0330407,0.00194032,-0.0330899,-0.00528888,-0.00302811,12.8993,7.30525,0.000580824,0.00191108,4,4,0,-7.40683e-05,-0.16091,-0.100381,0.202143,-0.101026,0.153239,-0.000146721,0.150852,-0.0996327,0.201293,-0.100265,-0.149707,-0.000138552,0.119543,0.000394194,-0.000303336,0.00036504,-0.117722,-1.50368e-05,-0.112531,-0.000381716,0.000366308,-0.000446468,0.114248,0.00223325,0.286825,0.0165925,-0.0962403,0.0307691,-0.198421,0.00440292,0.00651458,-0.01597,-0.0583979,0.00798291,0.0925042
8.234,0.0252642,0.0252642,0.00297827,0.0285773,0.198844,0.0330409,0.00189609,-0.0330899,-0.00527477,-0.00302768,12.8943,7.31033,0.000579495,0.00190909,4,4,0,-7.43462e-05,-0.160671,-0.100381,0.202142,-0.101026,0.153004,-0.000146753,0.150626,-0.0996335,0.201294,-0.100266,-0.149479,-0.000138965,0.119599,0.000394106,-0.000302267,0.000362439,-0.117754,-1.57956e-05,-0.112586,-0.000381406,0.00036521,-0.000445333,0.114285,0.00224172,0.286359,0.0165575,-0.0962138,0.0307475,-0.198133,0.00440378,0.0065586,-0.0159365,-0.0584302,0.0080096,0.0924244
8.236,0.0252255,0.0252255,0.00297845,0.0285347,0.19885,0.033041,0.00185185,-0.0330899,-0.00526069,-0.00302724,12.8892,7.31542,0.000578168,0.00190711,4,4,0,-7.46236e-05,-0.160432,-0.10038,0.202142,-0.101025,0.152768,-0.000146788,0.150401,-0.0996343,0.201294,-0.100267,-0.14925,-0.000138698,0.119654,0.00039421,-0.000301215,0.000359849,-0.117786,-1.75172e-05,-0.112642,-0.000381313,0.000364048,-0.000443998,0.114322,0.00225011,0.285894,0.0165221,-0.0961873,0.0307261,-0.197847,0.00440483,0.00660276,-0.0159026,-0.0584623,0.00803619,0.0923457
8.238,0.0251867,0.0251867,0.00297863,0.0284921,0.198857,0.0330412,0.00180759,-0.0330898,-0.00524662,-0.00302681,12.8842,7.3205,0.000576841,0.00190512,4,4,0,-7.48992e-05,-0.160192,-0.100379,0.202141,-0.101024,0.152533,-0.000146828,0.150176,-0.099635,0.201295,-0.100268,-0.149021,-0.000137779,0.11971,0.000394483,-0.000300212,0.000357305,-0.117818,-2.00899e-05,-0.112698,-0.00038142,0.000362859,-0.000442461,0.114361,0.0022584,0.285429,0.0164865,-0.0961609,0.0307048,-0.197562,0.00440613,0.00664712,-0.0158684,-0.0584943,0.00806268,0.092268
8.24,0.0251479,0.0251479,0.00297881,0.0284495,0.198864,0.0330413,0.0017633,-0.0330898,-0.00523256,-0.00302638,12.8791,7.3256,0.000575516,0.00190313,4,4,0,-7.51717e-05,-0.159953,-0.100378,0.20214,-0.101023,0.152297,-0.000146875,0.14995,-0.0996358,0.201296,-0.100269,-0.148792,-0.000136261,0.119766,0.000394897,-0.000299288,0.000354841,-0.117849,-2.33771e-05,-0.112754,-0.000381705,0.000361683,-0.000440725,0.1144,0.00226653,0.284964,0.0164506,-0.0961346,0.0306836,-0.197278,0.0044077,0.00669175,-0.0158339,-0.0585261,0.00808905,0.0921912
8.242,0.0251091,0.0251091,0.00297899,0.0284069,0.198871,0.0330414,0.00171901,-0.0330898,-0.00521853,-0.00302595,12.874,7.33069,0.000574191,0.00190113,4,4,0,-7.54401e-05,-0.159713,-0.100378,0.20214,-0.101023,0.152061,-0.000146929,0.149725,-0.0996366,0.201296,-0.10027,-0.148564,-0.000134215,0.119821,0.000395422,-0.000298473,0.000352494,-0.11788,-2.72214e-05,-0.11281,-0.000382142,0.00036056,-0.000438801,0.11444,0.00227449,0.284499,0.0164144,-0.0961083,0.0306626,-0.196996,0.00440957,0.00673667,-0.0157992,-0.0585578,0.0081153,0.0921152
8.244,0.0250703,0.0250703,0.00297917,0.0283642,0.198877,0.0330416,0.00167469,-0.0330898,-0.00520451,-0.00302553,12.869,7.33579,0.000572867,0.00189914,4,4,0,-7.57036e-05,-0.159473,-0.100377,0.202139,-0.101022,0.151825,-0.000146992,0.149499,-0.0996373,0.201297,-0.100271,-0.148335,-0.000131729,0.119877,0.000396028,-0.000297798,0.0003503,-0.117911,-3.14511e-05,-0.112866,-0.000382702,0.000359533,-0.000436703,0.114481,0.00228226,0.284033,0.016378,-0.096082,0.0306417,-0.196715,0.00441175,0.00678194,-0.0157641,-0.0585895,0.00814142,0.09204
8.246,0.0250314,0.0250314,0.00297934,0.0283215,0.198884,0.0330417,0.00163035,-0.0330898,-0.00519051,-0.00302511,12.8639,7.3409,0.000571543,0.00189715,4,4,0,-7.59614e-05,-0.159233,-0.100376,0.202139,-0.101021,0.15159,-0.000147064,0.149273,-0.0996381,0.201298,-0.100271,-0.148106,-0.000128907,0.119933,0.000396683,-0.000297287,0.000348297,-0.117943,-3.58862e-05,-0.112923,-0.000383352,0.00035864,-0.000434452,0.114524,0.00228981,0.283568,0.0163414,-0.0960557,0.0306209,-0.196435,0.00441424,0.00682759,-0.0157288,-0.0586211,0.00816738,0.0919653
8.248,0.0249926,0.0249926,0.00297952,0.0282788,0.198891,0.0330419,0.00158599,-0.0330898,-0.00517652,-0.00302469,12.8588,7.34602,0.000570219,0.00189515,4,4,0,-7.62131e-05,-0.158993,-0.100375,0.202138,-0.101021,0.151354,-0.000147145,0.149047,-0.0996389,0.201299,-0.100272,-0.147876,-0.00012586,0.119989,0.000397355,-0.000296966,0.00034652,-0.117976,-4.03443e-05,-0.112979,-0.000384061,0.000357921,-0.000432073,0.114568,0.00229714,0.283102,0.0163047,-0.0960293,0.0306003,-0.196156,0.00441702,0.00687364,-0.0156933,-0.0586528,0.0081932,0.0918912
8.25,0.0249537,0.0249537,0.0029797,0.0282361,0.198897,0.033042,0.00154161,-0.0330898,-0.00516255,-0.00302427,12.8537,7.35114,0.000568894,0.00189316,4,4,0,-7.64585e-05,-0.158753,-0.100374,0.202137,-0.10102,0.151118,-0.000147234,0.148821,-0.0996396,0.201299,-0.100273,-0.147647,-0.000122702,0.120046,0.000398016,-0.000296855,0.000345005,-0.118009,-4.46472e-05,-0.113036,-0.000384795,0.00035741,-0.000429597,0.114613,0.00230426,0.282635,0.0162679,-0.0960028,0.0305797,-0.195879,0.00442007,0.00692012,-0.0156576,-0.0586845,0.00821885,0.0918175
8.252,0.0249148,0.0249148,0.00297988,0.0281934,0.198904,0.0330421,0.00149721,-0.0330897,-0.00514858,-0.00302385,12.8486,7.35628,0.000567569,0.00189117,4,4,0,-7.66976e-05,-0.158513,-0.100374,0.202137,-0.101019,0.150882,-0.000147331,0.148595,-0.0996404,0.2013,-0.100274,-0.147418,-0.000119551,0.120102,0.000398638,-0.000296968,0.000343785,-0.118043,-4.86267e-05,-0.113093,-0.000385524,0.000357138,-0.000427057,0.11466,0.00231117,0.282168,0.0162311,-0.0959761,0.0305591,-0.195603,0.00442336,0.00696704,-0.0156218,-0.0587163,0.00824435,0.091744
8.254,0.0248759,0.0248759,0.00298005,0.0281506,0.198911,0.0330423,0.0014528,-0.0330897,-0.00513463,-0.00302344,12.8435,7.36142,0.000566244,0.00188917,4,4,0,-7.69307e-05,-0.158273,-0.100373,0.202136,-0.101019,0.150645,-0.000147436,0.148368,-0.0996412,0.201301,-0.100275,-0.147188,-0.000116519,0.120159,0.000399196,-0.000297315,0.000342888,-0.118079,-5.21299e-05,-0.11315,-0.000386219,0.000357129,-0.00042449,0.114708,0.0023179,0.2817,0.0161942,-0.0959493,0.0305386,-0.195327,0.00442684,0.00701443,-0.015586,-0.0587483,0.00826969,0.0916707
8.256,0.024837,0.024837,0.00298023,0.0281079,0.198917,0.0330424,0.00140836,-0.0330897,-0.00512068,-0.00302303,12.8383,7.36658,0.000564917,0.00188718,4,4,0,-7.71581e-05,-0.158032,-0.100372,0.202136,-0.101018,0.150409,-0.000147546,0.148142,-0.0996419,0.201301,-0.100276,-0.146959,-0.00011371,0.120217,0.000399672,-0.0002979,0.000342341,-0.118116,-5.50241e-05,-0.113207,-0.000386853,0.000357401,-0.000421932,0.114758,0.00232446,0.281232,0.0161574,-0.0959223,0.0305182,-0.195053,0.00443047,0.00706227,-0.0155502,-0.0587804,0.00829487,0.0915975
8.258,0.024798,0.024798,0.00298041,0.0280651,0.198924,0.0330425,0.0013639,-0.0330897,-0.00510675,-0.00302261,12.8332,7.37174,0.000563589,0.00188518,4,4,0,-7.73805e-05,-0.157792,-0.100371,0.202135,-0.101017,0.150173,-0.00014766,0.147916,-0.0996427,0.201302,-0.100277,-0.146729,-0.000111217,0.120274,0.000400048,-0.000298722,0.000342165,-0.118154,-5.72007e-05,-0.113264,-0.000387402,0.000357966,-0.000419424,0.114809,0.00233088,0.280763,0.0161207,-0.0958951,0.0304977,-0.194779,0.00443418,0.00711058,-0.0155144,-0.0588128,0.0083199,0.0915242
8.26,0.024759,0.024759,0.00298058,0.0280223,0.19893,0.0330427,0.00131942,-0.0330897,-0.00509282,-0.0030222,12.828,7.37692,0.00056226,0.00188319,4,4,0,-7.75988e-05,-0.157551,-0.10037,0.202134,-0.101016,0.149936,-0.000147777,0.147689,-0.0996435,0.201303,-0.100277,-0.1465,-0.000109117,0.120332,0.000400313,-0.000299772,0.000342377,-0.118194,-5.85787e-05,-0.113321,-0.000387849,0.000358829,-0.000417005,0.114862,0.0023372,0.280293,0.0160841,-0.0958676,0.0304772,-0.194506,0.00443792,0.00715936,-0.0154787,-0.0588454,0.00834479,0.0914507
8.262,0.0247201,0.0247201,0.00298076,0.0279794,0.198937,0.0330428,0.00127491,-0.0330896,-0.0050789,-0.0030218,12.8228,7.38211,0.000560929,0.0018812,4,4,0,-7.78137e-05,-0.15731,-0.10037,0.202134,-0.101016,0.1497,-0.000147895,0.147462,-0.0996443,0.201304,-0.100278,-0.14627,-0.000107472,0.12039,0.00040046,-0.000301037,0.000342986,-0.118235,-5.91063e-05,-0.113378,-0.00038818,0.000359985,-0.000414711,0.114916,0.00234345,0.279822,0.0160477,-0.0958399,0.0304566,-0.194233,0.00444163,0.0072086,-0.0154431,-0.0588783,0.00836954,0.091377
8.264,0.0246811,0.0246811,0.00298093,0.0279366,0.198944,0.0330429,0.00123039,-0.0330896,-0.00506498,-0.00302139,12.8176,7.38731,0.000559596,0.00187921,4,4,0,-7.80264e-05,-0.157069,-0.100369,0.202133,-0.101015,0.149463,-0.000148013,0.147235,-0.099645,0.201304,-0.100279,-0.14604,-0.000106322,0.120448,0.000400487,-0.000302497,0.000343999,-0.118278,-5.87627e-05,-0.113435,-0.000388384,0.000361424,-0.00041258,0.114971,0.00234967,0.27935,0.0160114,-0.095812,0.030436,-0.193961,0.00444525,0.0072583,-0.0154076,-0.0589115,0.00839416,0.0913028
8.266,0.024642,0.024642,0.00298111,0.0278937,0.19895,0.0330431,0.00118585,-0.0330896,-0.00505107,-0.00302098,12.8124,7.39252,0.000558261,0.00187722,4,4,0,-7.82377e-05,-0.156828,-0.100368,0.202133,-0.101014,0.149227,-0.000148128,0.147008,-0.0996458,0.201305,-0.10028,-0.14581,-0.000105689,0.120506,0.000400396,-0.000304128,0.000345413,-0.118323,-5.75574e-05,-0.113492,-0.000388458,0.000363128,-0.000410644,0.115028,0.00235588,0.278878,0.0159753,-0.0957837,0.0304152,-0.193689,0.00444873,0.00730843,-0.0153723,-0.058945,0.00841868,0.0912282
8.268,0.024603,0.024603,0.00298128,0.0278508,0.198957,0.0330432,0.00114128,-0.0330896,-0.00503717,-0.00302058,12.8072,7.39774,0.000556924,0.00187523,4,4,0,-7.84489e-05,-0.156587,-0.100367,0.202132,-0.101014,0.14899,-0.000148239,0.146781,-0.0996466,0.201306,-0.100281,-0.14558,-0.000105574,0.120565,0.000400193,-0.000305901,0.000347218,-0.11837,-5.55299e-05,-0.113549,-0.000388402,0.000365071,-0.000408932,0.115085,0.00236213,0.278405,0.0159395,-0.0957552,0.0303943,-0.193417,0.00445201,0.00735899,-0.0153373,-0.0589789,0.0084431,0.0911531
8.27,0.0245639,0.0245639,0.00298145,0.0278079,0.198963,0.0330433,0.00109669,-0.0330896,-0.00502326,-0.00302017,12.8019,7.40298,0.000555584,0.00187324,4,4,0,-7.86608e-05,-0.156346,-0.100366,0.202131,-0.101013,0.148753,-0.000148345,0.146554,-0.0996474,0.201307,-0.100282,-0.145349,-0.000105955,0.120624,0.000399889,-0.000307782,0.000349401,-0.118418,-5.27474e-05,-0.113605,-0.000388222,0.000367223,-0.00040747,0.115144,0.00236845,0.27793,0.0159037,-0.0957265,0.0303733,-0.193144,0.00445506,0.00740996,-0.0153024,-0.0590131,0.00846744,0.0910773
8.272,0.0245249,0.0245249,0.00298163,0.027765,0.19897,0.0330435,0.00105208,-0.0330895,-0.00500937,-0.00301977,12.7967,7.40822,0.000554242,0.00187125,4,4,0,-7.88744e-05,-0.156105,-0.100366,0.202131,-0.101012,0.148516,-0.000148443,0.146327,-0.0996481,0.201307,-0.100282,-0.145119,-0.000106795,0.120683,0.000399497,-0.000309737,0.000351939,-0.118468,-4.93022e-05,-0.113662,-0.000387925,0.000369547,-0.000406277,0.115203,0.00237486,0.277455,0.0158682,-0.0956974,0.0303521,-0.192872,0.00445783,0.00746132,-0.0152677,-0.0590476,0.00849173,0.0910007
8.274,0.0244858,0.0244858,0.0029818,0.027722,0.198977,0.0330436,0.00100744,-0.0330895,-0.00499547,-0.00301936,12.7914,7.41348,0.000552898,0.00186926,4,4,0,-7.90905e-05,-0.155863,-0.100365,0.20213,-0.101012,0.148279,-0.000148534,0.146099,-0.0996489,0.201308,-0.100283,-0.144888,-0.000108036,0.120742,0.000399033,-0.000311728,0.000354803,-0.11852,-4.53078e-05,-0.113718,-0.000387526,0.000372002,-0.000405368,0.115263,0.00238139,0.276979,0.0158329,-0.0956682,0.0303307,-0.1926,0.0044603,0.00751305,-0.0152333,-0.0590825,0.00851597,0.0909234
8.276,0.0244467,0.0244467,0.00298197,0.0276791,0.198983,0.0330437,0.000962789,-0.0330895,-0.00498158,-0.00301896,12.7861,7.41875,0.000551551,0.00186727,4,4,0,-7.93097e-05,-0.155622,-0.100364,0.202129,-0.101011,0.148042,-0.000148616,0.145872,-0.0996497,0.201309,-0.100284,-0.144658,-0.000109606,0.120802,0.000398515,-0.000313718,0.00035796,-0.118573,-4.08949e-05,-0.113774,-0.00038704,0.000374545,-0.000404751,0.115323,0.00238805,0.276502,0.0157977,-0.0956388,0.0303091,-0.192327,0.00446245,0.00756512,-0.015199,-0.0591177,0.00854019,0.0908453
8.278,0.0244076,0.0244076,0.00298215,0.0276361,0.19899,0.0330438,0.000918111,-0.0330895,-0.00496769,-0.00301856,12.7808,7.42403,0.000550201,0.00186528,4,4,0,-7.95325e-05,-0.15538,-0.100363,0.202129,-0.10101,0.147805,-0.000148688,0.145644,-0.0996505,0.201309,-0.100285,-0.144427,-0.00011142,0.120861,0.000397961,-0.000315667,0.000361369,-0.118627,-3.62068e-05,-0.11383,-0.000386486,0.000377128,-0.000404429,0.115384,0.00239485,0.276023,0.0157626,-0.0956092,0.0302872,-0.192053,0.00446427,0.0076175,-0.0151649,-0.0591532,0.00856441,0.0907662
8.28,0.0243685,0.0243685,0.00298232,0.0275931,0.198996,0.033044,0.000873411,-0.0330895,-0.00495381,-0.00301816,12.7755,7.42932,0.000548849,0.00186329,4,4,0,-7.97593e-05,-0.155138,-0.100362,0.202128,-0.101009,0.147567,-0.000148751,0.145416,-0.0996512,0.20131,-0.100286,-0.144196,-0.000113384,0.120921,0.000397392,-0.000317541,0.000364986,-0.118683,-3.13939e-05,-0.113886,-0.000385884,0.000379706,-0.000404399,0.115445,0.00240179,0.275544,0.0157277,-0.0955794,0.0302652,-0.191779,0.00446578,0.00767017,-0.015131,-0.0591889,0.00858864,0.0906863
8.282,0.0243293,0.0243293,0.00298249,0.0275501,0.199003,0.0330441,0.000828689,-0.0330895,-0.00493993,-0.00301777,12.7701,7.43462,0.000547494,0.00186131,4,4,0,-7.99901e-05,-0.154896,-0.100362,0.202128,-0.101009,0.14733,-0.000148804,0.145188,-0.099652,0.201311,-0.100286,-0.143965,-0.0001154,0.12098,0.000396827,-0.000319303,0.000368761,-0.11874,-2.66089e-05,-0.113941,-0.000385255,0.000382232,-0.000404652,0.115506,0.00240887,0.275065,0.0156928,-0.0955495,0.0302429,-0.191505,0.00446698,0.0077231,-0.0150972,-0.0592249,0.0086129,0.0906054
8.284,0.0242901,0.0242901,0.00298266,0.027507,0.199009,0.0330442,0.000783945,-0.0330894,-0.00492606,-0.00301737,12.7648,7.43992,0.000546137,0.00185932,4,4,0,-8.02248e-05,-0.154654,-0.100361,0.202127,-0.101008,0.147092,-0.000148848,0.14496,-0.0996528,0.201312,-0.100287,-0.143734,-0.000117364,0.12104,0.000396282,-0.000320925,0.000372642,-0.118798,-2.20013e-05,-0.113996,-0.00038462,0.000384663,-0.000405175,0.115567,0.00241608,0.274584,0.0156579,-0.0955196,0.0302203,-0.191229,0.0044679,0.00777626,-0.0150635,-0.059261,0.00863721,0.0905236
8.286,0.024251,0.024251,0.00298283,0.027464,0.199016,0.0330444,0.00073918,-0.0330894,-0.00491218,-0.00301698,12.7595,7.44524,0.000544777,0.00185733,4,4,0,-8.04632e-05,-0.154412,-0.10036,0.202126,-0.101007,0.146855,-0.000148884,0.144732,-0.0996535,0.201313,-0.100288,-0.143503,-0.000119178,0.121099,0.000395775,-0.000322378,0.000376576,-0.118857,-1.77128e-05,-0.114051,-0.000383999,0.000386955,-0.000405947,0.115628,0.0024234,0.274102,0.0156231,-0.0954895,0.0301975,-0.190953,0.00446857,0.00782961,-0.0150299,-0.0592973,0.00866157,0.0904408
8.288,0.0242118,0.0242118,0.002983,0.0274209,0.199022,0.0330445,0.000694393,-0.0330894,-0.00489832,-0.00301659,12.7541,7.45056,0.000543414,0.00185534,4,4,0,-8.07047e-05,-0.154169,-0.100359,0.202126,-0.101006,0.146617,-0.000148911,0.144504,-0.0996543,0.201313,-0.100289,-0.143271,-0.000120747,0.121158,0.000395319,-0.00032364,0.000380506,-0.118917,-1.38723e-05,-0.114105,-0.000383412,0.000389073,-0.000406946,0.115689,0.00243081,0.27362,0.0155883,-0.0954595,0.0301745,-0.190675,0.00446902,0.00788312,-0.0149963,-0.0593337,0.00868602,0.090357
8.29,0.0241726,0.0241726,0.00298317,0.0273778,0.199029,0.0330446,0.000649584,-0.0330894,-0.00488446,-0.0030162,12.7487,7.45589,0.000542049,0.00185336,4,4,0,-8.09486e-05,-0.153927,-0.100358,0.202125,-0.101006,0.146379,-0.000148932,0.144276,-0.0996551,0.201314,-0.10029,-0.14304,-0.000121983,0.121217,0.000394926,-0.000324695,0.000384375,-0.118977,-1.05919e-05,-0.114159,-0.000382874,0.000390983,-0.000408145,0.115748,0.00243828,0.273137,0.0155534,-0.0954295,0.0301512,-0.190397,0.00446931,0.00793675,-0.0149627,-0.0593702,0.00871055,0.0902723
8.292,0.0241333,0.0241333,0.00298334,0.0273347,0.199035,0.0330447,0.000604755,-0.0330894,-0.0048706,-0.00301581,12.7433,7.46123,0.000540682,0.00185137,4,4,0,-8.11943e-05,-0.153684,-0.100358,0.202124,-0.101005,0.146141,-0.000148948,0.144047,-0.0996558,0.201315,-0.10029,-0.142808,-0.000122813,0.121276,0.000394603,-0.000325532,0.000388129,-0.119037,-7.96383e-06,-0.114213,-0.0003824,0.000392657,-0.000409514,0.115808,0.00244577,0.272654,0.0155185,-0.0953996,0.0301277,-0.190117,0.00446948,0.00799048,-0.0149291,-0.0594067,0.00873517,0.0901866
8.294,0.0240941,0.0240941,0.00298351,0.0272915,0.199042,0.0330449,0.000559905,-0.0330894,-0.00485676,-0.00301543,12.738,7.46656,0.000539313,0.00184938,4,4,0,-8.14406e-05,-0.153442,-0.100357,0.202124,-0.101004,0.145903,-0.00014896,0.143819,-0.0996566,0.201316,-0.100291,-0.142576,-0.000123176,0.121334,0.000394354,-0.000326144,0.000391714,-0.119098,-6.05697e-06,-0.114266,-0.000382002,0.000394077,-0.00041102,0.115866,0.00245326,0.27217,0.0154835,-0.0953697,0.030104,-0.189837,0.00446958,0.00804426,-0.0148954,-0.0594432,0.00875989,0.0901001
8.296,0.0240548,0.0240548,0.00298368,0.0272484,0.199048,0.033045,0.000515034,-0.0330894,-0.00484292,-0.00301504,12.7326,7.47191,0.000537941,0.00184738,4,4,0,-8.16867e-05,-0.153199,-0.100356,0.202123,-0.101003,0.145664,-0.00014897,0.14359,-0.0996574,0.201316,-0.100292,-0.142345,-0.000123028,0.121392,0.000394183,-0.000326533,0.000395078,-0.119159,-4.91553e-06,-0.114318,-0.000381685,0.000395226,-0.000412631,0.115923,0.0024607,0.271685,0.0154483,-0.0953399,0.0300801,-0.189555,0.00446967,0.00809806,-0.0148616,-0.0594797,0.00878472,0.0900126
8.298,0.0240156,0.0240156,0.00298385,0.0272052,0.199055,0.0330451,0.000470143,-0.0330893,-0.00482909,-0.00301466,12.7272,7.47725,0.000536568,0.00184539,4,4,0,-8.19313e-05,-0.152956,-0.100355,0.202122,-0.101003,0.145426,-0.000148979,0.143361,-0.0996581,0.201317,-0.100293,-0.142113,-0.000122342,0.121449,0.000394085,-0.000326705,0.000398174,-0.11922,-4.55772e-06,-0.11437,-0.000381456,0.000396098,-0.000414313,0.11598,0.00246806,0.2712,0.0154131,-0.0953102,0.030056,-0.189273,0.00446981,0.00815185,-0.0148278,-0.0595161,0.00880966,0.0899243
8.3,0.0239763,0.0239763,0.00298402,0.027162,0.199061,0.0330453,0.000425232,-0.0330893,-0.00481527,-0.00301428,12.7218,7.4826,0.000535193,0.0018434,4,4,0,-8.21736e-05,-0.152713,-0.100354,0.202122,-0.101002,0.145187,-0.000148989,0.143133,-0.0996589,0.201318,-0.100294,-0.141881,-0.000121109,0.121506,0.000394056,-0.000326672,0.000400958,-0.11928,-4.97564e-06,-0.114421,-0.000381314,0.000396692,-0.000416032,0.116035,0.00247531,0.270715,0.0153778,-0.0952807,0.0300318,-0.188989,0.00447003,0.00820559,-0.0147938,-0.0595523,0.00883471,0.0898352
8.302,0.023937,0.023937,0.00298418,0.0271188,0.199068,0.0330454,0.000380302,-0.0330893,-0.00480146,-0.00301391,12.7164,7.48796,0.000533817,0.0018414,4,4,0,-8.24126e-05,-0.15247,-0.100354,0.202121,-0.101001,0.144949,-0.000149002,0.142904,-0.0996597,0.201319,-0.100295,-0.141648,-0.000119543,0.121562,0.000394225,-0.000326621,0.000403279,-0.11934,-6.22471e-06,-0.114472,-0.000381383,0.000397128,-0.000417685,0.116089,0.0024824,0.270228,0.0153424,-0.0952513,0.0300074,-0.188702,0.00447039,0.00826099,-0.0147597,-0.0595884,0.00885986,0.0897437
8.304,0.0238977,0.0238977,0.00298435,0.0270756,0.199074,0.0330455,0.000335352,-0.0330893,-0.00478766,-0.00301353,12.7108,7.49342,0.000532439,0.00183941,4,4,0,-8.26501e-05,-0.152227,-0.100353,0.20212,-0.101,0.14471,-0.000149019,0.142675,-0.0996604,0.20132,-0.100295,-0.141416,-0.00011871,0.121615,0.000395268,-0.000327469,0.000404503,-0.119398,-8.65924e-06,-0.114519,-0.000382305,0.000398005,-0.000418877,0.116141,0.00248935,0.26973,0.0153067,-0.095222,0.029983,-0.188404,0.00447094,0.00832626,-0.0147252,-0.0596245,0.00888511,0.089641
8.306,0.0238584,0.0238584,0.00298452,0.0270323,0.199081,0.0330456,0.000290385,-0.0330893,-0.00477387,-0.00301316,12.7052,7.49887,0.000531061,0.00183741,4,4,0,-8.28852e-05,-0.151983,-0.100352,0.20212,-0.100999,0.144471,-0.000149042,0.142445,-0.0996612,0.20132,-0.100296,-0.141184,-0.000117556,0.121666,0.000396349,-0.000328389,0.000405108,-0.119455,-1.14611e-05,-0.114565,-0.000383308,0.000398744,-0.000419979,0.116189,0.00249635,0.269235,0.0152695,-0.0951919,0.0299586,-0.188105,0.0044718,0.00838835,-0.0146894,-0.0596609,0.00891038,0.0895378
8.308,0.023819,0.023819,0.00298469,0.0269891,0.199087,0.0330458,0.000245401,-0.0330893,-0.0047601,-0.00301278,12.6997,7.5043,0.000529682,0.00183541,4,4,0,-8.31168e-05,-0.15174,-0.100351,0.202119,-0.100999,0.144232,-0.000149071,0.142216,-0.099662,0.201321,-0.100297,-0.140951,-0.000115791,0.121716,0.000397209,-0.000329068,0.000405265,-0.119509,-1.43725e-05,-0.114609,-0.000384145,0.00039917,-0.000421093,0.116235,0.00250324,0.268742,0.0152321,-0.0951617,0.0299342,-0.187805,0.00447289,0.00844825,-0.0146534,-0.0596973,0.0089357,0.0894343
